"quality","class","variable","value"
6,"Mediocre","Volatile acidity",0.403102906489763
5,"Mediocre","Volatile acidity",0.235561023508227
5,"Mediocre","Volatile acidity",-1.04892674601688
5,"Mediocre","Volatile acidity",0.933652202597959
5,"Mediocre","Volatile acidity",-0.657995685726629
7,"Good","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",-1.10477404034406
4,"Poor","Volatile acidity",2.49737644375896
5,"Mediocre","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",0.179713729181049
7,"Good","Volatile acidity",-1.49570510063431
4,"Poor","Volatile acidity",1.91097985332358
8,"Good","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",-1.94248345525173
6,"Mediocre","Volatile acidity",0.0959427876902814
6,"Mediocre","Volatile acidity",-1.94248345525173
5,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",1.04534679125232
5,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",0.0959427876902814
6,"Mediocre","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",-1.94248345525173
8,"Good","Volatile acidity",-1.16062133467124
7,"Good","Volatile acidity",-0.713842980053807
6,"Mediocre","Volatile acidity",-1.49570510063431
7,"Good","Volatile acidity",-1.43985780630713
5,"Mediocre","Volatile acidity",-0.043675448127665
7,"Good","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-0.434606508417915
6,"Mediocre","Volatile acidity",-0.713842980053807
7,"Good","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",-0.60214839139945
7,"Good","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",-1.83078886659738
6,"Mediocre","Volatile acidity",0.123866434853871
6,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-1.04892674601688
5,"Mediocre","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",1.68759067601487
5,"Mediocre","Volatile acidity",0.570644789471299
5,"Mediocre","Volatile acidity",0.682339378125656
5,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-1.94248345525173
5,"Mediocre","Volatile acidity",0.989499496925137
5,"Mediocre","Volatile acidity",0.794033966780013
5,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",0.0121718461995136
5,"Mediocre","Volatile acidity",0.51479749514412
6,"Mediocre","Volatile acidity",-0.657995685726629
6,"Mediocre","Volatile acidity",-0.546301097072272
6,"Mediocre","Volatile acidity",-1.32816321765277
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",-0.322911919763558
5,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-0.9930794516897
5,"Mediocre","Volatile acidity",0.179713729181049
6,"Mediocre","Volatile acidity",1.3525069100518
7,"Good","Volatile acidity",0.738186672452834
6,"Mediocre","Volatile acidity",1.3525069100518
7,"Good","Volatile acidity",0.738186672452834
5,"Mediocre","Volatile acidity",0.458950200816941
5,"Mediocre","Volatile acidity",0.51479749514412
6,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-0.211217331109201
6,"Mediocre","Volatile acidity",-0.211217331109201
7,"Good","Volatile acidity",0.0121718461995136
5,"Mediocre","Volatile acidity",-0.490453802745093
6,"Mediocre","Volatile acidity",-1.43985780630713
5,"Mediocre","Volatile acidity",-0.378759214090736
6,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",0.291408317835406
5,"Mediocre","Volatile acidity",0.179713729181049
7,"Good","Volatile acidity",0.682339378125656
7,"Good","Volatile acidity",0.933652202597959
6,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",-0.546301097072272
6,"Mediocre","Volatile acidity",-0.211217331109201
7,"Good","Volatile acidity",-1.38401051197995
6,"Mediocre","Volatile acidity",-1.04892674601688
6,"Mediocre","Volatile acidity",-0.60214839139945
6,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",0.235561023508227
5,"Mediocre","Volatile acidity",0.877804908270781
7,"Good","Volatile acidity",1.6038197345241
6,"Mediocre","Volatile acidity",-0.211217331109201
6,"Mediocre","Volatile acidity",0.179713729181049
6,"Mediocre","Volatile acidity",1.43627785154257
6,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",1.49212514586974
5,"Mediocre","Volatile acidity",0.766110319616424
5,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-1.7749415722702
6,"Mediocre","Volatile acidity",1.24081232139744
5,"Mediocre","Volatile acidity",-0.657995685726629
7,"Good","Volatile acidity",-0.60214839139945
7,"Good","Volatile acidity",-0.546301097072272
6,"Mediocre","Volatile acidity",-0.825537568708164
5,"Mediocre","Volatile acidity",0.961575849761548
6,"Mediocre","Volatile acidity",-0.434606508417915
5,"Mediocre","Volatile acidity",0.291408317835406
5,"Mediocre","Volatile acidity",-0.378759214090736
7,"Good","Volatile acidity",0.486873847980531
6,"Mediocre","Volatile acidity",-0.60214839139945
7,"Good","Volatile acidity",0.486873847980531
5,"Mediocre","Volatile acidity",0.263484670671817
5,"Mediocre","Volatile acidity",-1.04892674601688
7,"Good","Volatile acidity",-1.43985780630713
5,"Mediocre","Volatile acidity",1.32458326288821
6,"Mediocre","Volatile acidity",-1.60739968928866
6,"Mediocre","Volatile acidity",-1.38401051197995
5,"Mediocre","Volatile acidity",0.123866434853871
6,"Mediocre","Volatile acidity",-0.657995685726629
7,"Good","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",-0.434606508417915
7,"Good","Volatile acidity",-1.43985780630713
6,"Mediocre","Volatile acidity",0.542721142307709
6,"Mediocre","Volatile acidity",-0.60214839139945
6,"Mediocre","Volatile acidity",-1.49570510063431
6,"Mediocre","Volatile acidity",-0.63007203856304
6,"Mediocre","Volatile acidity",-1.49570510063431
6,"Mediocre","Volatile acidity",-1.49570510063431
5,"Mediocre","Volatile acidity",-0.0995227424548435
6,"Mediocre","Volatile acidity",0.570644789471299
6,"Mediocre","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",0.738186672452834
6,"Mediocre","Volatile acidity",-0.378759214090736
7,"Good","Volatile acidity",-0.825537568708164
8,"Good","Volatile acidity",1.79928526466923
6,"Mediocre","Volatile acidity",-0.63007203856304
5,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",0.766110319616424
5,"Mediocre","Volatile acidity",0.403102906489763
7,"Good","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",1.15704137990667
6,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",1.32458326288821
5,"Mediocre","Volatile acidity",1.15704137990667
6,"Mediocre","Volatile acidity",-1.49570510063431
6,"Mediocre","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",0.403102906489763
5,"Mediocre","Volatile acidity",0.905728555434369
6,"Mediocre","Volatile acidity",-1.21646862899841
6,"Mediocre","Volatile acidity",-0.490453802745093
7,"Good","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-1.04892674601688
4,"Poor","Volatile acidity",-0.378759214090736
6,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",-0.434606508417915
5,"Mediocre","Volatile acidity",1.15704137990667
7,"Good","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",1.10119408557949
6,"Mediocre","Volatile acidity",-0.267064625436379
5,"Mediocre","Volatile acidity",0.291408317835406
6,"Mediocre","Volatile acidity",-0.825537568708164
5,"Mediocre","Volatile acidity",1.3525069100518
7,"Good","Volatile acidity",0.179713729181049
7,"Good","Volatile acidity",1.74343797034205
5,"Mediocre","Volatile acidity",2.41360550226819
7,"Good","Volatile acidity",-1.60739968928866
5,"Mediocre","Volatile acidity",2.41360550226819
7,"Good","Volatile acidity",1.74343797034205
6,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",1.40835420437898
5,"Mediocre","Volatile acidity",-0.043675448127665
6,"Mediocre","Volatile acidity",1.74343797034205
7,"Good","Volatile acidity",-1.60739968928866
5,"Mediocre","Volatile acidity",0.123866434853871
6,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-0.657995685726629
5,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",-0.434606508417915
6,"Mediocre","Volatile acidity",-0.657995685726629
5,"Mediocre","Volatile acidity",0.51479749514412
8,"Good","Volatile acidity",-1.21646862899841
6,"Mediocre","Volatile acidity",-0.713842980053807
7,"Good","Volatile acidity",0.877804908270781
7,"Good","Volatile acidity",-0.490453802745093
7,"Good","Volatile acidity",0.235561023508227
6,"Mediocre","Volatile acidity",1.15704137990667
5,"Mediocre","Volatile acidity",-0.825537568708164
5,"Mediocre","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-0.881384863035343
6,"Mediocre","Volatile acidity",0.179713729181049
7,"Good","Volatile acidity",-1.10477404034406
5,"Mediocre","Volatile acidity",-1.66324698361584
8,"Good","Volatile acidity",0.51479749514412
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.570644789471299
7,"Good","Volatile acidity",-1.10477404034406
3,"Poor","Volatile acidity",0.291408317835406
6,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",0.486873847980531
5,"Mediocre","Volatile acidity",-1.49570510063431
5,"Mediocre","Volatile acidity",0.738186672452834
6,"Mediocre","Volatile acidity",-1.18854498183482
5,"Mediocre","Volatile acidity",-1.32816321765277
6,"Mediocre","Volatile acidity",-0.155370036782022
6,"Mediocre","Volatile acidity",-0.378759214090736
6,"Mediocre","Volatile acidity",-0.937232157362521
5,"Mediocre","Volatile acidity",1.63174338168769
5,"Mediocre","Volatile acidity",-1.16062133467124
6,"Mediocre","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",-1.38401051197995
5,"Mediocre","Volatile acidity",0.849881261107191
5,"Mediocre","Volatile acidity",-1.43985780630713
6,"Mediocre","Volatile acidity",-1.60739968928866
5,"Mediocre","Volatile acidity",0.849881261107191
6,"Mediocre","Volatile acidity",0.877804908270781
5,"Mediocre","Volatile acidity",-1.38401051197995
8,"Good","Volatile acidity",-1.27231592332559
5,"Mediocre","Volatile acidity",-0.937232157362521
5,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-0.490453802745093
5,"Mediocre","Volatile acidity",0.794033966780013
5,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",0.654415730962066
7,"Good","Volatile acidity",-1.16062133467124
6,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",1.38043055721539
7,"Good","Volatile acidity",-0.657995685726629
7,"Good","Volatile acidity",-0.713842980053807
6,"Mediocre","Volatile acidity",0.905728555434369
6,"Mediocre","Volatile acidity",-0.769690274380986
8,"Good","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",-1.04892674601688
8,"Good","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",0.905728555434369
6,"Mediocre","Volatile acidity",-0.043675448127665
7,"Good","Volatile acidity",-0.490453802745093
7,"Good","Volatile acidity",-0.490453802745093
7,"Good","Volatile acidity",-1.49570510063431
7,"Good","Volatile acidity",-1.60739968928866
7,"Good","Volatile acidity",-0.211217331109201
7,"Good","Volatile acidity",-1.60739968928866
6,"Mediocre","Volatile acidity",0.794033966780013
6,"Mediocre","Volatile acidity",0.347255612162584
7,"Good","Volatile acidity",-1.32816321765277
5,"Mediocre","Volatile acidity",-0.60214839139945
6,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-0.713842980053807
7,"Good","Volatile acidity",-0.0995227424548435
7,"Good","Volatile acidity",-0.0995227424548435
5,"Mediocre","Volatile acidity",0.710263025289245
6,"Mediocre","Volatile acidity",0.403102906489763
3,"Poor","Volatile acidity",0.458950200816941
6,"Mediocre","Volatile acidity",-1.7749415722702
5,"Mediocre","Volatile acidity",-0.909308510198932
6,"Mediocre","Volatile acidity",-1.55155239496148
5,"Mediocre","Volatile acidity",-0.657995685726629
5,"Mediocre","Volatile acidity",-0.769690274380986
5,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",0.626492083798477
5,"Mediocre","Volatile acidity",-0.909308510198932
6,"Mediocre","Volatile acidity",-0.825537568708164
6,"Mediocre","Volatile acidity",-0.60214839139945
5,"Mediocre","Volatile acidity",0.570644789471299
6,"Mediocre","Volatile acidity",-1.71909427794302
5,"Mediocre","Volatile acidity",-0.825537568708164
5,"Mediocre","Volatile acidity",-0.825537568708164
6,"Mediocre","Volatile acidity",-1.43985780630713
6,"Mediocre","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",-1.71909427794302
5,"Mediocre","Volatile acidity",0.570644789471299
6,"Mediocre","Volatile acidity",1.65966702885128
7,"Good","Volatile acidity",-0.9930794516897
5,"Mediocre","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",1.04534679125232
6,"Mediocre","Volatile acidity",0.738186672452834
6,"Mediocre","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",-0.322911919763558
6,"Mediocre","Volatile acidity",0.123866434853871
6,"Mediocre","Volatile acidity",-1.21646862899841
6,"Mediocre","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-0.0995227424548435
6,"Mediocre","Volatile acidity",-0.546301097072272
6,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",2.86038385688562
5,"Mediocre","Volatile acidity",0.654415730962066
5,"Mediocre","Volatile acidity",0.654415730962066
6,"Mediocre","Volatile acidity",0.0121718461995136
5,"Mediocre","Volatile acidity",0.654415730962066
6,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-0.322911919763558
5,"Mediocre","Volatile acidity",0.403102906489763
5,"Mediocre","Volatile acidity",-0.490453802745093
5,"Mediocre","Volatile acidity",0.0680191405266922
6,"Mediocre","Volatile acidity",-1.32816321765277
6,"Mediocre","Volatile acidity",-0.322911919763558
5,"Mediocre","Volatile acidity",0.403102906489763
6,"Mediocre","Volatile acidity",0.961575849761548
6,"Mediocre","Volatile acidity",0.961575849761548
6,"Mediocre","Volatile acidity",-0.155370036782022
6,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",-0.937232157362521
5,"Mediocre","Volatile acidity",-1.60739968928866
4,"Poor","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-1.04892674601688
6,"Mediocre","Volatile acidity",-1.43985780630713
4,"Poor","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",-0.490453802745093
5,"Mediocre","Volatile acidity",-0.322911919763558
6,"Mediocre","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",-0.211217331109201
7,"Good","Volatile acidity",-1.38401051197995
7,"Good","Volatile acidity",-1.10477404034406
6,"Mediocre","Volatile acidity",-0.0995227424548435
7,"Good","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",1.12911773274308
8,"Good","Volatile acidity",-0.60214839139945
7,"Good","Volatile acidity",-1.32816321765277
5,"Mediocre","Volatile acidity",-0.434606508417915
6,"Mediocre","Volatile acidity",-0.769690274380986
5,"Mediocre","Volatile acidity",-0.434606508417915
5,"Mediocre","Volatile acidity",-0.211217331109201
5,"Mediocre","Volatile acidity",1.07327043841591
5,"Mediocre","Volatile acidity",0.375179259326174
6,"Mediocre","Volatile acidity",-0.713842980053807
6,"Mediocre","Volatile acidity",0.291408317835406
6,"Mediocre","Volatile acidity",0.319331964998995
6,"Mediocre","Volatile acidity",0.347255612162584
4,"Poor","Volatile acidity",2.16229267779589
6,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",1.71551432317846
6,"Mediocre","Volatile acidity",-0.378759214090736
6,"Mediocre","Volatile acidity",0.291408317835406
6,"Mediocre","Volatile acidity",0.403102906489763
7,"Good","Volatile acidity",-0.657995685726629
6,"Mediocre","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",-0.937232157362521
5,"Mediocre","Volatile acidity",-1.60739968928866
5,"Mediocre","Volatile acidity",-0.825537568708164
6,"Mediocre","Volatile acidity",0.626492083798477
5,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",1.26873596856103
5,"Mediocre","Volatile acidity",0.403102906489763
5,"Mediocre","Volatile acidity",0.403102906489763
6,"Mediocre","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",0.179713729181049
5,"Mediocre","Volatile acidity",0.291408317835406
6,"Mediocre","Volatile acidity",-0.0995227424548435
5,"Mediocre","Volatile acidity",0.905728555434369
5,"Mediocre","Volatile acidity",0.905728555434369
5,"Mediocre","Volatile acidity",0.403102906489763
5,"Mediocre","Volatile acidity",0.403102906489763
6,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",0.877804908270781
6,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",-1.38401051197995
6,"Mediocre","Volatile acidity",-0.657995685726629
4,"Poor","Volatile acidity",2.27398726645024
5,"Mediocre","Volatile acidity",-0.9930794516897
5,"Mediocre","Volatile acidity",1.74343797034205
5,"Mediocre","Volatile acidity",1.96682714765076
5,"Mediocre","Volatile acidity",1.99475079481435
7,"Good","Volatile acidity",2.16229267779589
6,"Mediocre","Volatile acidity",-1.32816321765277
5,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.0680191405266922
7,"Good","Volatile acidity",0.626492083798477
5,"Mediocre","Volatile acidity",0.794033966780013
4,"Poor","Volatile acidity",1.77136161750564
7,"Good","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",-0.60214839139945
5,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",1.96682714765076
5,"Mediocre","Volatile acidity",-0.937232157362521
6,"Mediocre","Volatile acidity",-1.10477404034406
5,"Mediocre","Volatile acidity",-0.322911919763558
5,"Mediocre","Volatile acidity",0.123866434853871
5,"Mediocre","Volatile acidity",-0.546301097072272
7,"Good","Volatile acidity",-0.155370036782022
6,"Mediocre","Volatile acidity",-0.043675448127665
4,"Poor","Volatile acidity",1.74343797034205
6,"Mediocre","Volatile acidity",-0.043675448127665
5,"Mediocre","Volatile acidity",-0.60214839139945
6,"Mediocre","Volatile acidity",0.235561023508227
6,"Mediocre","Volatile acidity",-1.38401051197995
5,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",0.347255612162584
6,"Mediocre","Volatile acidity",-0.211217331109201
6,"Mediocre","Volatile acidity",-1.04892674601688
5,"Mediocre","Volatile acidity",1.12911773274308
6,"Mediocre","Volatile acidity",-1.04892674601688
5,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",1.12911773274308
5,"Mediocre","Volatile acidity",3.97732974342919
5,"Mediocre","Volatile acidity",1.12911773274308
6,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",-0.657995685726629
6,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",1.52004879303333
5,"Mediocre","Volatile acidity",1.40835420437898
5,"Mediocre","Volatile acidity",-1.49570510063431
5,"Mediocre","Volatile acidity",-0.546301097072272
6,"Mediocre","Volatile acidity",-0.434606508417915
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",1.40835420437898
5,"Mediocre","Volatile acidity",2.52530009092255
5,"Mediocre","Volatile acidity",1.40835420437898
5,"Mediocre","Volatile acidity",0.682339378125656
5,"Mediocre","Volatile acidity",0.626492083798477
5,"Mediocre","Volatile acidity",0.738186672452834
5,"Mediocre","Volatile acidity",-0.825537568708164
3,"Poor","Volatile acidity",3.67016962462971
5,"Mediocre","Volatile acidity",2.19021632495948
5,"Mediocre","Volatile acidity",-0.211217331109201
5,"Mediocre","Volatile acidity",-0.267064625436379
5,"Mediocre","Volatile acidity",-0.322911919763558
6,"Mediocre","Volatile acidity",-0.322911919763558
6,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",0.682339378125656
5,"Mediocre","Volatile acidity",0.486873847980531
6,"Mediocre","Volatile acidity",-0.825537568708164
6,"Mediocre","Volatile acidity",2.74868926823126
6,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",0.626492083798477
4,"Poor","Volatile acidity",-0.825537568708164
4,"Poor","Volatile acidity",1.32458326288821
5,"Mediocre","Volatile acidity",2.83246020972203
5,"Mediocre","Volatile acidity",1.40835420437898
5,"Mediocre","Volatile acidity",-0.211217331109201
6,"Mediocre","Volatile acidity",0.0959427876902814
6,"Mediocre","Volatile acidity",-1.21646862899841
5,"Mediocre","Volatile acidity",2.77661291539485
5,"Mediocre","Volatile acidity",0.207637376344638
5,"Mediocre","Volatile acidity",0.905728555434369
5,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",1.18496502707026
6,"Mediocre","Volatile acidity",-0.211217331109201
5,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",0.179713729181049
5,"Mediocre","Volatile acidity",0.738186672452834
5,"Mediocre","Volatile acidity",0.179713729181049
5,"Mediocre","Volatile acidity",-0.267064625436379
5,"Mediocre","Volatile acidity",-0.60214839139945
5,"Mediocre","Volatile acidity",-1.21646862899841
4,"Poor","Volatile acidity",3.27923856433946
5,"Mediocre","Volatile acidity",0.738186672452834
6,"Mediocre","Volatile acidity",1.07327043841591
5,"Mediocre","Volatile acidity",0.235561023508227
5,"Mediocre","Volatile acidity",0.235561023508227
6,"Mediocre","Volatile acidity",1.88305620615999
5,"Mediocre","Volatile acidity",0.123866434853871
5,"Mediocre","Volatile acidity",1.93890350048717
5,"Mediocre","Volatile acidity",1.71551432317846
5,"Mediocre","Volatile acidity",-0.434606508417915
5,"Mediocre","Volatile acidity",0.179713729181049
5,"Mediocre","Volatile acidity",2.44152914943178
5,"Mediocre","Volatile acidity",2.44152914943178
6,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",0.905728555434369
6,"Mediocre","Volatile acidity",1.29665961572462
5,"Mediocre","Volatile acidity",0.0121718461995136
5,"Mediocre","Volatile acidity",0.486873847980531
5,"Mediocre","Volatile acidity",-0.657995685726629
5,"Mediocre","Volatile acidity",-0.769690274380986
6,"Mediocre","Volatile acidity",-0.0995227424548435
6,"Mediocre","Volatile acidity",-1.04892674601688
5,"Mediocre","Volatile acidity",-1.10477404034406
6,"Mediocre","Volatile acidity",-0.155370036782022
6,"Mediocre","Volatile acidity",-0.0995227424548435
5,"Mediocre","Volatile acidity",0.682339378125656
5,"Mediocre","Volatile acidity",0.682339378125656
5,"Mediocre","Volatile acidity",0.0680191405266922
5,"Mediocre","Volatile acidity",0.682339378125656
6,"Mediocre","Volatile acidity",-0.267064625436379
6,"Mediocre","Volatile acidity",2.1343690306323
6,"Mediocre","Volatile acidity",2.52530009092255
5,"Mediocre","Volatile acidity",1.91097985332358
5,"Mediocre","Volatile acidity",1.91097985332358
5,"Mediocre","Volatile acidity",-0.60214839139945
5,"Mediocre","Volatile acidity",0.291408317835406
5,"Mediocre","Volatile acidity",0.710263025289245
6,"Mediocre","Volatile acidity",0.961575849761548
5,"Mediocre","Volatile acidity",0.710263025289245
6,"Mediocre","Volatile acidity",0.849881261107191
6,"Mediocre","Volatile acidity",0.794033966780013
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.403102906489763
6,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",1.07327043841591
6,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",0.877804908270781
5,"Mediocre","Volatile acidity",0.235561023508227
6,"Mediocre","Volatile acidity",-0.713842980053807
6,"Mediocre","Volatile acidity",-0.713842980053807
5,"Mediocre","Volatile acidity",2.6369946795769
6,"Mediocre","Volatile acidity",1.32458326288821
6,"Mediocre","Volatile acidity",0.598568436634888
5,"Mediocre","Volatile acidity",-0.546301097072272
5,"Mediocre","Volatile acidity",-0.043675448127665
6,"Mediocre","Volatile acidity",0.235561023508227
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",1.63174338168769
5,"Mediocre","Volatile acidity",-0.378759214090736
5,"Mediocre","Volatile acidity",0.347255612162584
5,"Mediocre","Volatile acidity",-0.9930794516897
5,"Mediocre","Volatile acidity",-0.9930794516897
6,"Mediocre","Volatile acidity",0.179713729181049
6,"Mediocre","Volatile acidity",0.179713729181049
5,"Mediocre","Volatile acidity",0.570644789471299
6,"Mediocre","Volatile acidity",-0.881384863035343
5,"Mediocre","Volatile acidity",0.626492083798477
6,"Mediocre","Volatile acidity",0.458950200816941
5,"Mediocre","Volatile acidity",0.403102906489763
6,"Mediocre","Volatile acidity",-1.43985780630713
5,"Mediocre","Volatile acidity",2.02267444197794
5,"Mediocre","Volatile acidity",-0.378759214090736
7,"Good","Volatile acidity",-0.881384863035343
6,"Mediocre","Volatile acidity",-0.155370036782022
6,"Mediocre","Volatile acidity",-0.155370036782022
5,"Mediocre","Volatile acidity",0.458950200816941
5,"Mediocre","Volatile acidity",0.123866434853871
7,"Good","Volatile acidity",0.319331964998995
6,"Mediocre","Volatile acidity",0.179713729181049
6,"Mediocre","Volatile acidity",-0.043675448127665
7,"Good","Volatile acidity",-1.38401051197995
7,"Good","Volatile acidity",-1.55155239496148
7,"Good","Volatile acidity",-1.38401051197995
5,"Mediocre","Volatile acidity",0.0121718461995136
6,"Mediocre","Volatile acidity",-0.267064625436379
